request_id,scheduled_offset_us,source_second,target_rps,scheduled_requests_in_second
req-00001642,65537037,65,26.166667,27
req-00001643,65574074,65,26.166667,27
req-00001644,65611111,65,26.166667,27
req-00001645,65648148,65,26.166667,27
req-00001646,65685185,65,26.166667,27
req-00001647,65722222,65,26.166667,27
req-00001648,65759259,65,26.166667,27
req-00001649,65796296,65,26.166667,27
req-00001650,65833333,65,26.166667,27
req-00001651,65870370,65,26.166667,27
req-00001652,65907407,65,26.166667,27
req-00001653,65944444,65,26.166667,27
req-00001654,65981481,65,26.166667,27
req-00001655,66019231,66,26.361111,26
req-00001656,66057692,66,26.361111,26
req-00001657,66096154,66,26.361111,26
req-00001658,66134615,66,26.361111,26
req-00001659,66173077,66,26.361111,26
req-00001660,66211538,66,26.361111,26
req-00001661,66250000,66,26.361111,26
req-00001662,66288462,66,26.361111,26
req-00001663,66326923,66,26.361111,26
req-00001664,66365385,66,26.361111,26
req-00001665,66403846,66,26.361111,26
req-00001666,66442308,66,26.361111,26
req-00001667,66480769,66,26.361111,26
req-00001668,66519231,66,26.361111,26
req-00001669,66557692,66,26.361111,26
req-00001670,66596154,66,26.361111,26
req-00001671,66634615,66,26.361111,26
req-00001672,66673077,66,26.361111,26
req-00001673,66711538,66,26.361111,26
req-00001674,66750000,66,26.361111,26
req-00001675,66788462,66,26.361111,26
req-00001676,66826923,66,26.361111,26
req-00001677,66865385,66,26.361111,26
req-00001678,66903846,66,26.361111,26
req-00001679,66942308,66,26.361111,26
req-00001680,66980769,66,26.361111,26
req-00001681,67018519,67,26.555556,27
req-00001682,67055556,67,26.555556,27
req-00001683,67092593,67,26.555556,27
req-00001684,67129630,67,26.555556,27
req-00001685,67166667,67,26.555556,27
req-00001686,67203704,67,26.555556,27
req-00001687,67240741,67,26.555556,27
req-00001688,67277778,67,26.555556,27
req-00001689,67314815,67,26.555556,27
req-00001690,67351852,67,26.555556,27
req-00001691,67388889,67,26.555556,27
req-00001692,67425926,67,26.555556,27
req-00001693,67462963,67,26.555556,27
req-00001694,67500000,67,26.555556,27
req-00001695,67537037,67,26.555556,27
req-00001696,67574074,67,26.555556,27
req-00001697,67611111,67,26.555556,27
req-00001698,67648148,67,26.555556,27
req-00001699,67685185,67,26.555556,27
req-00001700,67722222,67,26.555556,27
req-00001701,67759259,67,26.555556,27
req-00001702,67796296,67,26.555556,27
req-00001703,67833333,67,26.555556,27
req-00001704,67870370,67,26.555556,27
req-00001705,67907407,67,26.555556,27
req-00001706,67944444,67,26.555556,27
req-00001707,67981481,67,26.555556,27
req-00001708,68019231,68,26.750000,26
req-00001709,68057692,68,26.750000,26
req-00001710,68096154,68,26.750000,26
req-00001711,68134615,68,26.750000,26
req-00001712,68173077,68,26.750000,26
req-00001713,68211538,68,26.750000,26
req-00001714,68250000,68,26.750000,26
req-00001715,68288462,68,26.750000,26
req-00001716,68326923,68,26.750000,26
req-00001717,68365385,68,26.750000,26
req-00001718,68403846,68,26.750000,26
req-00001719,68442308,68,26.750000,26
req-00001720,68480769,68,26.750000,26
req-00001721,68519231,68,26.750000,26
req-00001722,68557692,68,26.750000,26
req-00001723,68596154,68,26.750000,26
req-00001724,68634615,68,26.750000,26
req-00001725,68673077,68,26.750000,26
req-00001726,68711538,68,26.750000,26
req-00001727,68750000,68,26.750000,26
req-00001728,68788462,68,26.750000,26
req-00001729,68826923,68,26.750000,26
req-00001730,68865385,68,26.750000,26
req-00001731,68903846,68,26.750000,26
req-00001732,68942308,68,26.750000,26
req-00001733,68980769,68,26.750000,26
req-00001734,69018519,69,26.944444,27
req-00001735,69055556,69,26.944444,27
req-00001736,69092593,69,26.944444,27
req-00001737,69129630,69,26.944444,27
req-00001738,69166667,69,26.944444,27
req-00001739,69203704,69,26.944444,27
req-00001740,69240741,69,26.944444,27
req-00001741,69277778,69,26.944444,27
req-00001742,69314815,69,26.944444,27
req-00001743,69351852,69,26.944444,27
req-00001744,69388889,69,26.944444,27
req-00001745,69425926,69,26.944444,27
req-00001746,69462963,69,26.944444,27
req-00001747,69500000,69,26.944444,27
req-00001748,69537037,69,26.944444,27
req-00001749,69574074,69,26.944444,27
req-00001750,69611111,69,26.944444,27
req-00001751,69648148,69,26.944444,27
req-00001752,69685185,69,26.944444,27
req-00001753,69722222,69,26.944444,27
req-00001754,69759259,69,26.944444,27
req-00001755,69796296,69,26.944444,27
req-00001756,69833333,69,26.944444,27
req-00001757,69870370,69,26.944444,27
req-00001758,69907407,69,26.944444,27
req-00001759,69944444,69,26.944444,27
req-00001760,69981481,69,26.944444,27
req-00001761,70018519,70,27.138889,27
req-00001762,70055556,70,27.138889,27
req-00001763,70092593,70,27.138889,27
req-00001764,70129630,70,27.138889,27
req-00001765,70166667,70,27.138889,27
req-00001766,70203704,70,27.138889,27
req-00001767,70240741,70,27.138889,27
req-00001768,70277778,70,27.138889,27
req-00001769,70314815,70,27.138889,27
req-00001770,70351852,70,27.138889,27
req-00001771,70388889,70,27.138889,27
req-00001772,70425926,70,27.138889,27
req-00001773,70462963,70,27.138889,27
req-00001774,70500000,70,27.138889,27
req-00001775,70537037,70,27.138889,27
req-00001776,70574074,70,27.138889,27
req-00001777,70611111,70,27.138889,27
req-00001778,70648148,70,27.138889,27
req-00001779,70685185,70,27.138889,27
req-00001780,70722222,70,27.138889,27
req-00001781,70759259,70,27.138889,27
req-00001782,70796296,70,27.138889,27
req-00001783,70833333,70,27.138889,27
req-00001784,70870370,70,27.138889,27
req-00001785,70907407,70,27.138889,27
req-00001786,70944444,70,27.138889,27
req-00001787,70981481,70,27.138889,27
req-00001788,71017857,71,27.333333,28
req-00001789,71053571,71,27.333333,28
req-00001790,71089286,71,27.333333,28
req-00001791,71125000,71,27.333333,28
req-00001792,71160714,71,27.333333,28
req-00001793,71196429,71,27.333333,28
req-00001794,71232143,71,27.333333,28
req-00001795,71267857,71,27.333333,28
req-00001796,71303571,71,27.333333,28
req-00001797,71339286,71,27.333333,28
req-00001798,71375000,71,27.333333,28
req-00001799,71410714,71,27.333333,28
req-00001800,71446429,71,27.333333,28
req-00001801,71482143,71,27.333333,28
req-00001802,71517857,71,27.333333,28
req-00001803,71553571,71,27.333333,28
req-00001804,71589286,71,27.333333,28
req-00001805,71625000,71,27.333333,28
req-00001806,71660714,71,27.333333,28
req-00001807,71696429,71,27.333333,28
req-00001808,71732143,71,27.333333,28
req-00001809,71767857,71,27.333333,28
req-00001810,71803571,71,27.333333,28
req-00001811,71839286,71,27.333333,28
req-00001812,71875000,71,27.333333,28
req-00001813,71910714,71,27.333333,28
req-00001814,71946429,71,27.333333,28
req-00001815,71982143,71,27.333333,28
req-00001816,72018519,72,27.527778,27
req-00001817,72055556,72,27.527778,27
req-00001818,72092593,72,27.527778,27
req-00001819,72129630,72,27.527778,27
req-00001820,72166667,72,27.527778,27
req-00001821,72203704,72,27.527778,27
req-00001822,72240741,72,27.527778,27
req-00001823,72277778,72,27.527778,27
req-00001824,72314815,72,27.527778,27
req-00001825,72351852,72,27.527778,27
req-00001826,72388889,72,27.527778,27
req-00001827,72425926,72,27.527778,27
req-00001828,72462963,72,27.527778,27
req-00001829,72500000,72,27.527778,27
req-00001830,72537037,72,27.527778,27
req-00001831,72574074,72,27.527778,27
req-00001832,72611111,72,27.527778,27
req-00001833,72648148,72,27.527778,27
req-00001834,72685185,72,27.527778,27
req-00001835,72722222,72,27.527778,27
req-00001836,72759259,72,27.527778,27
req-00001837,72796296,72,27.527778,27
req-00001838,72833333,72,27.527778,27
req-00001839,72870370,72,27.527778,27
req-00001840,72907407,72,27.527778,27
req-00001841,72944444,72,27.527778,27
req-00001842,72981481,72,27.527778,27
req-00001843,73017857,73,27.722222,28
req-00001844,73053571,73,27.722222,28
req-00001845,73089286,73,27.722222,28
req-00001846,73125000,73,27.722222,28
req-00001847,73160714,73,27.722222,28
req-00001848,73196429,73,27.722222,28
req-00001849,73232143,73,27.722222,28
req-00001850,73267857,73,27.722222,28
req-00001851,73303571,73,27.722222,28
req-00001852,73339286,73,27.722222,28
req-00001853,73375000,73,27.722222,28
req-00001854,73410714,73,27.722222,28
req-00001855,73446429,73,27.722222,28
req-00001856,73482143,73,27.722222,28
req-00001857,73517857,73,27.722222,28
req-00001858,73553571,73,27.722222,28
req-00001859,73589286,73,27.722222,28
req-00001860,73625000,73,27.722222,28
req-00001861,73660714,73,27.722222,28
req-00001862,73696429,73,27.722222,28
req-00001863,73732143,73,27.722222,28
req-00001864,73767857,73,27.722222,28
req-00001865,73803571,73,27.722222,28
req-00001866,73839286,73,27.722222,28
req-00001867,73875000,73,27.722222,28
req-00001868,73910714,73,27.722222,28
req-00001869,73946429,73,27.722222,28
req-00001870,73982143,73,27.722222,28
req-00001871,74017857,74,27.916667,28
req-00001872,74053571,74,27.916667,28
req-00001873,74089286,74,27.916667,28
req-00001874,74125000,74,27.916667,28
req-00001875,74160714,74,27.916667,28
req-00001876,74196429,74,27.916667,28
req-00001877,74232143,74,27.916667,28
req-00001878,74267857,74,27.916667,28
req-00001879,74303571,74,27.916667,28
req-00001880,74339286,74,27.916667,28
req-00001881,74375000,74,27.916667,28
req-00001882,74410714,74,27.916667,28
req-00001883,74446429,74,27.916667,28
req-00001884,74482143,74,27.916667,28
req-00001885,74517857,74,27.916667,28
req-00001886,74553571,74,27.916667,28
req-00001887,74589286,74,27.916667,28
req-00001888,74625000,74,27.916667,28
req-00001889,74660714,74,27.916667,28
req-00001890,74696429,74,27.916667,28
req-00001891,74732143,74,27.916667,28
req-00001892,74767857,74,27.916667,28
req-00001893,74803571,74,27.916667,28
req-00001894,74839286,74,27.916667,28
req-00001895,74875000,74,27.916667,28
req-00001896,74910714,74,27.916667,28
req-00001897,74946429,74,27.916667,28
req-00001898,74982143,74,27.916667,28
req-00001899,75017857,75,28.111111,28
req-00001900,75053571,75,28.111111,28
req-00001901,75089286,75,28.111111,28
req-00001902,75125000,75,28.111111,28
req-00001903,75160714,75,28.111111,28
req-00001904,75196429,75,28.111111,28
req-00001905,75232143,75,28.111111,28
req-00001906,75267857,75,28.111111,28
req-00001907,75303571,75,28.111111,28
req-00001908,75339286,75,28.111111,28
req-00001909,75375000,75,28.111111,28
req-00001910,75410714,75,28.111111,28
req-00001911,75446429,75,28.111111,28
req-00001912,75482143,75,28.111111,28
req-00001913,75517857,75,28.111111,28
req-00001914,75553571,75,28.111111,28
req-00001915,75589286,75,28.111111,28
req-00001916,75625000,75,28.111111,28
req-00001917,75660714,75,28.111111,28
req-00001918,75696429,75,28.111111,28
req-00001919,75732143,75,28.111111,28
req-00001920,75767857,75,28.111111,28
req-00001921,75803571,75,28.111111,28
req-00001922,75839286,75,28.111111,28
req-00001923,75875000,75,28.111111,28
req-00001924,75910714,75,28.111111,28
req-00001925,75946429,75,28.111111,28
req-00001926,75982143,75,28.111111,28
req-00001927,76017857,76,28.305556,28
req-00001928,76053571,76,28.305556,28
req-00001929,76089286,76,28.305556,28
req-00001930,76125000,76,28.305556,28
req-00001931,76160714,76,28.305556,28
req-00001932,76196429,76,28.305556,28
req-00001933,76232143,76,28.305556,28
req-00001934,76267857,76,28.305556,28
req-00001935,76303571,76,28.305556,28
req-00001936,76339286,76,28.305556,28
req-00001937,76375000,76,28.305556,28
req-00001938,76410714,76,28.305556,28
req-00001939,76446429,76,28.305556,28
req-00001940,76482143,76,28.305556,28
req-00001941,76517857,76,28.305556,28
req-00001942,76553571,76,28.305556,28
req-00001943,76589286,76,28.305556,28
req-00001944,76625000,76,28.305556,28
req-00001945,76660714,76,28.305556,28
req-00001946,76696429,76,28.305556,28
req-00001947,76732143,76,28.305556,28
req-00001948,76767857,76,28.305556,28
req-00001949,76803571,76,28.305556,28
req-00001950,76839286,76,28.305556,28
req-00001951,76875000,76,28.305556,28
req-00001952,76910714,76,28.305556,28
req-00001953,76946429,76,28.305556,28
req-00001954,76982143,76,28.305556,28
req-00001955,77017241,77,28.500000,29
req-00001956,77051724,77,28.500000,29
req-00001957,77086207,77,28.500000,29
req-00001958,77120690,77,28.500000,29
req-00001959,77155172,77,28.500000,29
req-00001960,77189655,77,28.500000,29
req-00001961,77224138,77,28.500000,29
req-00001962,77258621,77,28.500000,29
req-00001963,77293103,77,28.500000,29
req-00001964,77327586,77,28.500000,29
req-00001965,77362069,77,28.500000,29
req-00001966,77396552,77,28.500000,29
req-00001967,77431034,77,28.500000,29
req-00001968,77465517,77,28.500000,29
req-00001969,77500000,77,28.500000,29
req-00001970,77534483,77,28.500000,29
req-00001971,77568966,77,28.500000,29
req-00001972,77603448,77,28.500000,29
req-00001973,77637931,77,28.500000,29
req-00001974,77672414,77,28.500000,29
req-00001975,77706897,77,28.500000,29
req-00001976,77741379,77,28.500000,29
req-00001977,77775862,77,28.500000,29
req-00001978,77810345,77,28.500000,29
req-00001979,77844828,77,28.500000,29
req-00001980,77879310,77,28.500000,29
req-00001981,77913793,77,28.500000,29
req-00001982,77948276,77,28.500000,29
req-00001983,77982759,77,28.500000,29
req-00001984,78017857,78,28.694444,28
req-00001985,78053571,78,28.694444,28
req-00001986,78089286,78,28.694444,28
req-00001987,78125000,78,28.694444,28
req-00001988,78160714,78,28.694444,28
req-00001989,78196429,78,28.694444,28
req-00001990,78232143,78,28.694444,28
req-00001991,78267857,78,28.694444,28
req-00001992,78303571,78,28.694444,28
req-00001993,78339286,78,28.694444,28
req-00001994,78375000,78,28.694444,28
req-00001995,78410714,78,28.694444,28
req-00001996,78446429,78,28.694444,28
req-00001997,78482143,78,28.694444,28
req-00001998,78517857,78,28.694444,28
req-00001999,78553571,78,28.694444,28
req-00002000,78589286,78,28.694444,28
req-00002001,78625000,78,28.694444,28
req-00002002,78660714,78,28.694444,28
req-00002003,78696429,78,28.694444,28
req-00002004,78732143,78,28.694444,28
req-00002005,78767857,78,28.694444,28
req-00002006,78803571,78,28.694444,28
req-00002007,78839286,78,28.694444,28
req-00002008,78875000,78,28.694444,28
req-00002009,78910714,78,28.694444,28
req-00002010,78946429,78,28.694444,28
req-00002011,78982143,78,28.694444,28
req-00002012,79017241,79,28.888889,29
req-00002013,79051724,79,28.888889,29
req-00002014,79086207,79,28.888889,29
req-00002015,79120690,79,28.888889,29
req-00002016,79155172,79,28.888889,29
req-00002017,79189655,79,28.888889,29
req-00002018,79224138,79,28.888889,29
req-00002019,79258621,79,28.888889,29
req-00002020,79293103,79,28.888889,29
req-00002021,79327586,79,28.888889,29
req-00002022,79362069,79,28.888889,29
req-00002023,79396552,79,28.888889,29
req-00002024,79431034,79,28.888889,29
req-00002025,79465517,79,28.888889,29
req-00002026,79500000,79,28.888889,29
req-00002027,79534483,79,28.888889,29
req-00002028,79568966,79,28.888889,29
req-00002029,79603448,79,28.888889,29
req-00002030,79637931,79,28.888889,29
req-00002031,79672414,79,28.888889,29
req-00002032,79706897,79,28.888889,29
req-00002033,79741379,79,28.888889,29
req-00002034,79775862,79,28.888889,29
req-00002035,79810345,79,28.888889,29
req-00002036,79844828,79,28.888889,29
req-00002037,79879310,79,28.888889,29
req-00002038,79913793,79,28.888889,29
req-00002039,79948276,79,28.888889,29
req-00002040,79982759,79,28.888889,29
req-00002041,80017241,80,29.083333,29
req-00002042,80051724,80,29.083333,29
req-00002043,80086207,80,29.083333,29
req-00002044,80120690,80,29.083333,29
req-00002045,80155172,80,29.083333,29
req-00002046,80189655,80,29.083333,29
req-00002047,80224138,80,29.083333,29
req-00002048,80258621,80,29.083333,29
req-00002049,80293103,80,29.083333,29
req-00002050,80327586,80,29.083333,29
req-00002051,80362069,80,29.083333,29
req-00002052,80396552,80,29.083333,29
req-00002053,80431034,80,29.083333,29
req-00002054,80465517,80,29.083333,29
req-00002055,80500000,80,29.083333,29
req-00002056,80534483,80,29.083333,29
req-00002057,80568966,80,29.083333,29
req-00002058,80603448,80,29.083333,29
req-00002059,80637931,80,29.083333,29
req-00002060,80672414,80,29.083333,29
req-00002061,80706897,80,29.083333,29
req-00002062,80741379,80,29.083333,29
req-00002063,80775862,80,29.083333,29
req-00002064,80810345,80,29.083333,29
req-00002065,80844828,80,29.083333,29
req-00002066,80879310,80,29.083333,29
req-00002067,80913793,80,29.083333,29
req-00002068,80948276,80,29.083333,29
req-00002069,80982759,80,29.083333,29
req-00002070,81016667,81,29.277778,30
req-00002071,81050000,81,29.277778,30
req-00002072,81083333,81,29.277778,30
req-00002073,81116667,81,29.277778,30
req-00002074,81150000,81,29.277778,30
req-00002075,81183333,81,29.277778,30
req-00002076,81216667,81,29.277778,30
req-00002077,81250000,81,29.277778,30
req-00002078,81283333,81,29.277778,30
req-00002079,81316667,81,29.277778,30
req-00002080,81350000,81,29.277778,30
req-00002081,81383333,81,29.277778,30
req-00002082,81416667,81,29.277778,30
req-00002083,81450000,81,29.277778,30
req-00002084,81483333,81,29.277778,30
req-00002085,81516667,81,29.277778,30
req-00002086,81550000,81,29.277778,30
req-00002087,81583333,81,29.277778,30
req-00002088,81616667,81,29.277778,30
req-00002089,81650000,81,29.277778,30
req-00002090,81683333,81,29.277778,30
req-00002091,81716667,81,29.277778,30
req-00002092,81750000,81,29.277778,30
req-00002093,81783333,81,29.277778,30
req-00002094,81816667,81,29.277778,30
req-00002095,81850000,81,29.277778,30
req-00002096,81883333,81,29.277778,30
req-00002097,81916667,81,29.277778,30
req-00002098,81950000,81,29.277778,30
req-00002099,81983333,81,29.277778,30
req-00002100,82017241,82,29.472222,29
req-00002101,82051724,82,29.472222,29
req-00002102,82086207,82,29.472222,29
req-00002103,82120690,82,29.472222,29
req-00002104,82155172,82,29.472222,29
req-00002105,82189655,82,29.472222,29
req-00002106,82224138,82,29.472222,29
req-00002107,82258621,82,29.472222,29
req-00002108,82293103,82,29.472222,29
req-00002109,82327586,82,29.472222,29
req-00002110,82362069,82,29.472222,29
req-00002111,82396552,82,29.472222,29
req-00002112,82431034,82,29.472222,29
req-00002113,82465517,82,29.472222,29
req-00002114,82500000,82,29.472222,29
req-00002115,82534483,82,29.472222,29
req-00002116,82568966,82,29.472222,29
req-00002117,82603448,82,29.472222,29
req-00002118,82637931,82,29.472222,29
req-00002119,82672414,82,29.472222,29
req-00002120,82706897,82,29.472222,29
req-00002121,82741379,82,29.472222,29
req-00002122,82775862,82,29.472222,29
req-00002123,82810345,82,29.472222,29
req-00002124,82844828,82,29.472222,29
req-00002125,82879310,82,29.472222,29
req-00002126,82913793,82,29.472222,29
req-00002127,82948276,82,29.472222,29
req-00002128,82982759,82,29.472222,29
req-00002129,83016667,83,29.666667,30
req-00002130,83050000,83,29.666667,30
req-00002131,83083333,83,29.666667,30
req-00002132,83116667,83,29.666667,30
req-00002133,83150000,83,29.666667,30
req-00002134,83183333,83,29.666667,30
req-00002135,83216667,83,29.666667,30
req-00002136,83250000,83,29.666667,30
req-00002137,83283333,83,29.666667,30
req-00002138,83316667,83,29.666667,30
req-00002139,83350000,83,29.666667,30
req-00002140,83383333,83,29.666667,30
req-00002141,83416667,83,29.666667,30
req-00002142,83450000,83,29.666667,30
req-00002143,83483333,83,29.666667,30
req-00002144,83516667,83,29.666667,30
req-00002145,83550000,83,29.666667,30
req-00002146,83583333,83,29.666667,30
req-00002147,83616667,83,29.666667,30
req-00002148,83650000,83,29.666667,30
req-00002149,83683333,83,29.666667,30
req-00002150,83716667,83,29.666667,30
req-00002151,83750000,83,29.666667,30
req-00002152,83783333,83,29.666667,30
req-00002153,83816667,83,29.666667,30
req-00002154,83850000,83,29.666667,30
req-00002155,83883333,83,29.666667,30
req-00002156,83916667,83,29.666667,30
req-00002157,83950000,83,29.666667,30
req-00002158,83983333,83,29.666667,30
req-00002159,84016667,84,29.861111,30
req-00002160,84050000,84,29.861111,30
req-00002161,84083333,84,29.861111,30
req-00002162,84116667,84,29.861111,30
req-00002163,84150000,84,29.861111,30
req-00002164,84183333,84,29.861111,30
req-00002165,84216667,84,29.861111,30
req-00002166,84250000,84,29.861111,30
req-00002167,84283333,84,29.861111,30
req-00002168,84316667,84,29.861111,30
req-00002169,84350000,84,29.861111,30
req-00002170,84383333,84,29.861111,30
req-00002171,84416667,84,29.861111,30
req-00002172,84450000,84,29.861111,30
req-00002173,84483333,84,29.861111,30
req-00002174,84516667,84,29.861111,30
req-00002175,84550000,84,29.861111,30
req-00002176,84583333,84,29.861111,30
req-00002177,84616667,84,29.861111,30
req-00002178,84650000,84,29.861111,30
req-00002179,84683333,84,29.861111,30
req-00002180,84716667,84,29.861111,30
req-00002181,84750000,84,29.861111,30
req-00002182,84783333,84,29.861111,30
req-00002183,84816667,84,29.861111,30
req-00002184,84850000,84,29.861111,30
req-00002185,84883333,84,29.861111,30
req-00002186,84916667,84,29.861111,30
req-00002187,84950000,84,29.861111,30
req-00002188,84983333,84,29.861111,30
req-00002189,85016667,85,30.055556,30
req-00002190,85050000,85,30.055556,30
req-00002191,85083333,85,30.055556,30
req-00002192,85116667,85,30.055556,30
req-00002193,85150000,85,30.055556,30
req-00002194,85183333,85,30.055556,30
req-00002195,85216667,85,30.055556,30
req-00002196,85250000,85,30.055556,30
req-00002197,85283333,85,30.055556,30
req-00002198,85316667,85,30.055556,30
req-00002199,85350000,85,30.055556,30
req-00002200,85383333,85,30.055556,30
req-00002201,85416667,85,30.055556,30
req-00002202,85450000,85,30.055556,30
req-00002203,85483333,85,30.055556,30
req-00002204,85516667,85,30.055556,30
req-00002205,85550000,85,30.055556,30
req-00002206,85583333,85,30.055556,30
req-00002207,85616667,85,30.055556,30
req-00002208,85650000,85,30.055556,30
req-00002209,85683333,85,30.055556,30
req-00002210,85716667,85,30.055556,30
req-00002211,85750000,85,30.055556,30
req-00002212,85783333,85,30.055556,30
req-00002213,85816667,85,30.055556,30
req-00002214,85850000,85,30.055556,30
req-00002215,85883333,85,30.055556,30
req-00002216,85916667,85,30.055556,30
req-00002217,85950000,85,30.055556,30
req-00002218,85983333,85,30.055556,30
req-00002219,86016667,86,30.250000,30
req-00002220,86050000,86,30.250000,30
req-00002221,86083333,86,30.250000,30
req-00002222,86116667,86,30.250000,30
req-00002223,86150000,86,30.250000,30
req-00002224,86183333,86,30.250000,30
req-00002225,86216667,86,30.250000,30
req-00002226,86250000,86,30.250000,30
req-00002227,86283333,86,30.250000,30
req-00002228,86316667,86,30.250000,30
req-00002229,86350000,86,30.250000,30
req-00002230,86383333,86,30.250000,30
req-00002231,86416667,86,30.250000,30
req-00002232,86450000,86,30.250000,30
req-00002233,86483333,86,30.250000,30
req-00002234,86516667,86,30.250000,30
req-00002235,86550000,86,30.250000,30
req-00002236,86583333,86,30.250000,30
req-00002237,86616667,86,30.250000,30
req-00002238,86650000,86,30.250000,30
req-00002239,86683333,86,30.250000,30
req-00002240,86716667,86,30.250000,30
req-00002241,86750000,86,30.250000,30
req-00002242,86783333,86,30.250000,30
req-00002243,86816667,86,30.250000,30
req-00002244,86850000,86,30.250000,30
req-00002245,86883333,86,30.250000,30
req-00002246,86916667,86,30.250000,30
req-00002247,86950000,86,30.250000,30
req-00002248,86983333,86,30.250000,30
req-00002249,87016667,87,30.444444,30
req-00002250,87050000,87,30.444444,30
req-00002251,87083333,87,30.444444,30
req-00002252,87116667,87,30.444444,30
req-00002253,87150000,87,30.444444,30
req-00002254,87183333,87,30.444444,30
req-00002255,87216667,87,30.444444,30
req-00002256,87250000,87,30.444444,30
req-00002257,87283333,87,30.444444,30
req-00002258,87316667,87,30.444444,30
req-00002259,87350000,87,30.444444,30
req-00002260,87383333,87,30.444444,30
req-00002261,87416667,87,30.444444,30
req-00002262,87450000,87,30.444444,30
req-00002263,87483333,87,30.444444,30
req-00002264,87516667,87,30.444444,30
req-00002265,87550000,87,30.444444,30
req-00002266,87583333,87,30.444444,30
req-00002267,87616667,87,30.444444,30
req-00002268,87650000,87,30.444444,30
req-00002269,87683333,87,30.444444,30
req-00002270,87716667,87,30.444444,30
req-00002271,87750000,87,30.444444,30
req-00002272,87783333,87,30.444444,30
req-00002273,87816667,87,30.444444,30
req-00002274,87850000,87,30.444444,30
req-00002275,87883333,87,30.444444,30
req-00002276,87916667,87,30.444444,30
req-00002277,87950000,87,30.444444,30
req-00002278,87983333,87,30.444444,30
req-00002279,88016129,88,30.638889,31
req-00002280,88048387,88,30.638889,31
req-00002281,88080645,88,30.638889,31
req-00002282,88112903,88,30.638889,31
req-00002283,88145161,88,30.638889,31
req-00002284,88177419,88,30.638889,31
req-00002285,88209677,88,30.638889,31
req-00002286,88241935,88,30.638889,31
req-00002287,88274194,88,30.638889,31
req-00002288,88306452,88,30.638889,31
req-00002289,88338710,88,30.638889,31
req-00002290,88370968,88,30.638889,31
req-00002291,88403226,88,30.638889,31
req-00002292,88435484,88,30.638889,31
req-00002293,88467742,88,30.638889,31
req-00002294,88500000,88,30.638889,31
req-00002295,88532258,88,30.638889,31
req-00002296,88564516,88,30.638889,31
req-00002297,88596774,88,30.638889,31
req-00002298,88629032,88,30.638889,31
req-00002299,88661290,88,30.638889,31
req-00002300,88693548,88,30.638889,31
req-00002301,88725806,88,30.638889,31
req-00002302,88758065,88,30.638889,31
req-00002303,88790323,88,30.638889,31
req-00002304,88822581,88,30.638889,31
req-00002305,88854839,88,30.638889,31
req-00002306,88887097,88,30.638889,31
req-00002307,88919355,88,30.638889,31
req-00002308,88951613,88,30.638889,31
req-00002309,88983871,88,30.638889,31
req-00002310,89016129,89,30.833333,31
req-00002311,89048387,89,30.833333,31
req-00002312,89080645,89,30.833333,31
req-00002313,89112903,89,30.833333,31
req-00002314,89145161,89,30.833333,31
req-00002315,89177419,89,30.833333,31
req-00002316,89209677,89,30.833333,31
req-00002317,89241935,89,30.833333,31
req-00002318,89274194,89,30.833333,31
req-00002319,89306452,89,30.833333,31
req-00002320,89338710,89,30.833333,31
req-00002321,89370968,89,30.833333,31
req-00002322,89403226,89,30.833333,31
req-00002323,89435484,89,30.833333,31
req-00002324,89467742,89,30.833333,31
req-00002325,89500000,89,30.833333,31
req-00002326,89532258,89,30.833333,31
req-00002327,89564516,89,30.833333,31
req-00002328,89596774,89,30.833333,31
req-00002329,89629032,89,30.833333,31
req-00002330,89661290,89,30.833333,31
req-00002331,89693548,89,30.833333,31
req-00002332,89725806,89,30.833333,31
req-00002333,89758065,89,30.833333,31
req-00002334,89790323,89,30.833333,31
req-00002335,89822581,89,30.833333,31
req-00002336,89854839,89,30.833333,31
req-00002337,89887097,89,30.833333,31
req-00002338,89919355,89,30.833333,31
req-00002339,89951613,89,30.833333,31
req-00002340,89983871,89,30.833333,31
req-00002341,90016129,90,31.027778,31
req-00002342,90048387,90,31.027778,31
req-00002343,90080645,90,31.027778,31
req-00002344,90112903,90,31.027778,31
req-00002345,90145161,90,31.027778,31
req-00002346,90177419,90,31.027778,31
req-00002347,90209677,90,31.027778,31
req-00002348,90241935,90,31.027778,31
req-00002349,90274194,90,31.027778,31
req-00002350,90306452,90,31.027778,31
req-00002351,90338710,90,31.027778,31
req-00002352,90370968,90,31.027778,31
req-00002353,90403226,90,31.027778,31
req-00002354,90435484,90,31.027778,31
req-00002355,90467742,90,31.027778,31
req-00002356,90500000,90,31.027778,31
req-00002357,90532258,90,31.027778,31
req-00002358,90564516,90,31.027778,31
req-00002359,90596774,90,31.027778,31
req-00002360,90629032,90,31.027778,31
req-00002361,90661290,90,31.027778,31
req-00002362,90693548,90,31.027778,31
req-00002363,90725806,90,31.027778,31
req-00002364,90758065,90,31.027778,31
req-00002365,90790323,90,31.027778,31
req-00002366,90822581,90,31.027778,31
req-00002367,90854839,90,31.027778,31
req-00002368,90887097,90,31.027778,31
req-00002369,90919355,90,31.027778,31
req-00002370,90951613,90,31.027778,31
req-00002371,90983871,90,31.027778,31
req-00002372,91016129,91,31.222222,31
req-00002373,91048387,91,31.222222,31
req-00002374,91080645,91,31.222222,31
req-00002375,91112903,91,31.222222,31
req-00002376,91145161,91,31.222222,31
